"time","timezone_shift","city_name","temp_c","feels_like_c","temp_min_c","temp_max_c","pressure_hpa","humidity_percent","wind_speed_ms","wind_deg","rain_1h_mm","rain_3h_mm","snow_1h_mm","snow_3h_mm","clouds_percent","weather_type_id"
2021-03-18 20:00:00,-14400,New York,6.71,1.04,5.56,8.0,1009.0,93.0,6.69,30,1.35,,,,90,701
2021-03-18 21:00:00,-14400,New York,6.74,1.44,5.56,7.22,1009.0,93.0,6.17,40,0.71,4.23,,,90,500
2021-03-18 22:00:00,-14400,New York,6.64,0.6,5.56,7.22,1008.0,93.0,7.2,30,0.85,,,,90,500
2021-03-18 23:00:00,-14400,New York,6.63,1.3,5.56,7.22,1008.0,93.0,6.17,40,0.9,,,,90,500
2021-03-18 23:00:00,-14400,New York,6.63,1.3,5.56,7.22,1008.0,93.0,6.17,40,0.9,,,,90,701
2021-03-19 00:00:00,-14400,New York,6.63,2.74,5.56,7.78,1009.0,93.0,4.12,50,0.51,,,,90,500
2021-03-19 01:00:00,-14400,New York,6.68,2.44,6.0,7.22,1009.0,93.0,4.63,40,0.25,,,,90,500
2021-03-19 02:00:00,-14400,New York,6.47,2.55,5.56,7.22,1009.0,93.0,4.12,60,0.25,,,,90,500
2021-03-19 03:00:00,-14400,New York,6.23,3.51,5.0,7.22,1008.0,87.0,2.06,60,0.68,0.34,,,90,500
2021-03-19 04:00:00,-14400,New York,6.01,0.37,5.0,7.0,1008.0,87.0,6.17,60,0.25,,,,90,500
2021-03-19 05:00:00,-14400,New York,5.4,0.73,4.0,6.11,1010.0,87.0,4.63,50,0.55,,,,90,500
2021-03-19 06:00:00,-14400,New York,3.9,0.42,3.33,4.55,1012.0,87.0,2.57,0,1.05,,,,90,501
2021-03-19 07:00:00,-14400,New York,2.46,-1.25,1.67,4.05,1012.0,87.0,2.57,0,1.02,,,,90,501
2021-03-19 08:00:00,-14400,New York,2.54,-3.37,1.67,3.7,1012.0,70.0,5.14,60,0.25,,,,90,500
2021-03-19 09:00:00,-14400,New York,2.07,-3.95,1.11,3.0,1014.0,52.0,4.63,70,0.25,1.15,,,90,500
2021-03-19 10:00:00,-14400,New York,1.31,-4.51,0.56,2.0,1015.0,48.0,4.12,90,,,,,20,801
2021-03-19 11:00:00,-14400,New York,0.48,-6.81,-0.56,1.25,1016.0,32.0,5.66,20,,,,,1,800
2021-03-19 12:00:00,-14400,New York,0.06,-8.6,-1.11,1.25,1018.0,37.0,7.72,40,,,,,1,800
2021-03-19 13:00:00,-14400,New York,-0.03,-6.59,-1.11,1.25,1019.0,34.0,4.63,20,,,,,1,800
2021-03-19 14:00:00,-14400,New York,0.43,-7.59,-0.56,2.0,1021.0,32.0,6.69,10,,,,,1,800
2021-03-19 15:00:00,-14400,New York,1.21,-7.13,0.0,2.22,1022.0,32.0,7.2,10,,,,,1,800
2021-03-19 16:00:00,-14400,New York,1.97,-6.02,0.47,3.33,1023.0,30.0,6.69,360,,,,,1,800
2021-03-19 17:00:00,-14400,New York,2.97,-4.65,1.67,3.89,1024.0,28.0,6.17,350,,,,,1,800
2021-03-19 18:00:00,-14400,New York,4.22,-1.1,2.22,6.0,1025.0,31.0,3.09,0,,,,,1,800
2021-03-19 19:00:00,-14400,New York,4.95,-2.68,3.23,6.11,1024.0,24.0,6.17,40,,,,,1,800
2021-03-19 20:00:00,-14400,New York,5.67,-0.79,4.3,7.0,1025.0,26.0,4.63,80,,,,,1,800
2021-03-19 21:00:00,-14400,New York,5.95,-0.35,4.3,7.22,1025.0,19.0,4.12,20,,,,,1,800
2021-03-19 22:00:00,-14400,New York,5.97,-1.35,4.3,7.22,1026.0,21.0,5.66,20,,,,,1,800
2021-03-19 23:00:00,-14400,New York,5.41,-1.57,4.44,6.11,1027.0,21.0,5.14,30,,,,,1,800
2021-03-20 00:00:00,-14400,New York,4.5,-2.02,3.33,5.56,1027.0,26.0,4.63,20,,,,,1,800
2021-03-20 01:00:00,-14400,New York,4.0,-0.83,2.22,5.56,1028.0,36.0,2.57,0,,,,,1,800
2021-03-20 02:00:00,-14400,New York,3.47,-1.12,1.67,5.0,1029.0,33.0,2.06,0,,,,,1,800
2021-03-20 03:00:00,-14400,New York,3.09,-1.32,1.67,5.0,1030.0,41.0,2.06,0,,,,,1,800
2021-03-20 04:00:00,-14400,New York,2.37,-4.19,0.0,4.27,1030.0,38.0,4.96,25,,,,,1,800
2021-03-20 05:00:00,-14400,New York,2.24,-3.51,0.56,3.89,1031.0,41.0,3.88,5,,,,,1,800
2021-03-20 06:00:00,-14400,New York,1.97,-2.52,0.0,3.53,1032.0,41.0,2.06,0,,,,,1,800
2021-03-20 07:00:00,-14400,New York,1.75,-3.41,0.0,3.53,1032.0,44.0,3.09,50,,,,,1,800
2021-03-20 08:00:00,-14400,New York,1.35,-3.03,0.0,3.0,1032.0,48.0,2.06,0,,,,,1,800
2021-03-20 09:00:00,-14400,New York,1.03,-3.09,-0.56,2.79,1033.0,44.0,1.54,0,,,,,1,800
2021-03-20 10:00:00,-14400,New York,0.84,-3.66,-1.11,2.79,1033.0,44.0,2.06,0,,,,,1,800
2021-03-20 11:00:00,-14400,New York,0.52,-5.11,-1.67,2.45,1034.0,38.0,3.46,357,,,,,1,800
2021-03-20 12:00:00,-14400,New York,1.07,-4.52,-0.56,2.45,1034.0,38.0,3.46,357,,,,,1,800
2021-03-20 13:00:00,-14400,New York,2.82,-1.39,1.67,3.89,1035.0,35.0,1.54,0,,,,,1,800
2021-03-20 14:00:00,-14400,New York,4.83,-0.03,3.17,6.0,1035.0,33.0,2.57,250,,,,,1,800
2021-03-20 15:00:00,-14400,New York,6.9,2.28,5.56,8.33,1035.0,36.0,2.57,240,,,,,1,800
2021-03-20 16:00:00,-14400,New York,9.2,5.73,8.0,11.0,1035.0,42.0,1.54,0,,,,,1,800
2021-03-20 17:00:00,-14400,New York,10.71,6.01,8.33,12.22,1034.0,43.0,3.6,200,,,,,1,800
2021-03-20 18:00:00,-14400,New York,12.63,9.09,10.0,14.0,1033.0,32.0,1.54,200,,,,,1,800
2021-03-20 19:00:00,-14400,New York,13.38,9.25,11.0,14.44,1032.0,33.0,2.57,230,,,,,1,800
2021-03-20 20:00:00,-14400,New York,13.59,9.28,8.89,15.56,1032.0,29.0,2.57,0,,,,,1,800
2021-03-20 21:00:00,-14400,New York,12.73,8.39,6.35,16.0,1032.0,30.0,2.57,220,,,,,1,800
2021-03-20 22:00:00,-14400,New York,12.2,8.16,6.35,15.0,1032.0,30.0,2.06,270,,,,,1,800
2021-03-20 23:00:00,-14400,New York,10.76,6.68,6.0,14.0,1032.0,32.0,2.06,280,,,,,1,800
2021-03-21 00:00:00,-14400,New York,9.6,3.9,6.37,12.22,1032.0,40.0,4.68,172,,,,,1,800
2021-03-21 01:00:00,-14400,New York,8.23,2.5,6.11,10.56,1032.0,43.0,4.68,172,,,,,1,800
2021-03-21 02:00:00,-14400,New York,7.59,2.87,5.56,9.44,1033.0,46.0,3.29,258,,,,,1,800
2021-03-21 03:00:00,-14400,New York,7.01,3.55,5.0,9.0,1033.0,49.0,1.54,270,,,,,1,800
2021-03-21 04:00:00,-14400,New York,6.91,3.21,5.0,9.0,1032.0,53.0,2.06,270,,,,,1,800
2021-03-21 05:00:00,-14400,New York,6.2,1.57,3.89,8.33,1033.0,49.0,3.09,280,,,,,1,800
2021-03-21 06:00:00,-14400,New York,5.29,1.64,3.0,7.54,1033.0,61.0,2.06,230,,,,,1,800
2021-03-21 07:00:00,-14400,New York,4.85,1.76,2.0,8.0,1033.0,70.0,1.54,240,,,,,1,800
2021-03-21 08:00:00,-14400,New York,4.8,1.18,2.0,7.22,1033.0,75.0,2.49,349,,,,,1,800
2021-03-21 09:00:00,-14400,New York,3.85,-0.04,1.0,7.0,1034.0,70.0,2.49,349,,,,,1,800
2021-03-21 10:00:00,-14400,New York,3.74,-0.03,1.0,6.75,1034.0,75.0,2.49,349,,,,,1,800
2021-03-21 11:00:00,-14400,New York,3.88,0.03,1.0,6.45,1034.0,81.0,2.86,23,,,,,1,800
2021-03-21 12:00:00,-14400,New York,5.07,1.41,3.33,7.22,1035.0,81.0,2.86,23,,,,,1,800
2021-03-21 13:00:00,-14400,New York,7.37,3.57,5.0,9.0,1035.0,65.0,2.86,23,,,,,1,800
2021-03-21 14:00:00,-14400,New York,10.12,5.85,8.33,12.0,1035.0,35.0,2.42,25,,,,,1,800
2021-03-21 15:00:00,-14400,New York,11.55,7.29,8.89,13.0,1035.0,32.0,2.42,25,,,,,1,800
2021-03-21 16:00:00,-14400,New York,13.2,8.7,11.67,15.0,1035.0,26.0,2.57,260,,,,,1,800
2021-03-21 17:00:00,-14400,New York,14.52,10.53,12.78,16.11,1034.0,20.0,1.54,260,,,,,1,800
2021-03-21 18:00:00,-14400,New York,15.63,10.22,13.33,17.0,1033.0,19.0,3.6,250,,,,,1,800
2021-03-21 19:00:00,-14400,New York,15.77,12.16,12.78,17.78,1033.0,31.0,2.06,240,,,,,1,800
2021-03-21 20:00:00,-14400,New York,15.34,11.09,11.67,18.33,1033.0,27.0,2.57,240,,,,,1,800
2021-03-21 21:00:00,-14400,New York,14.5,10.89,11.67,16.67,1032.0,27.0,1.54,230,,,,,1,800
2021-03-21 22:00:00,-14400,New York,13.6,7.7,10.56,15.0,1032.0,26.0,4.62,149,,,,,1,800
2021-03-21 23:00:00,-14400,New York,12.04,6.32,8.0,14.0,1032.0,24.0,4.05,157,,,,,1,800
2021-03-22 00:00:00,-14400,New York,10.65,5.29,7.63,12.0,1032.0,35.0,4.05,157,,,,,1,800
2021-03-22 01:00:00,-14400,New York,9.45,5.81,7.22,11.0,1032.0,37.0,1.54,150,,,,,1,800
2021-03-22 02:00:00,-14400,New York,8.36,5.35,6.67,10.0,1032.0,57.0,1.54,190,,,,,1,800
2021-03-22 03:00:00,-14400,New York,7.7,4.87,6.11,9.44,1032.0,65.0,1.54,200,,,,,1,800
2021-03-22 04:00:00,-14400,New York,7.14,3.14,5.56,8.89,1032.0,70.0,3.33,176,,,,,1,800
2021-03-22 05:00:00,-14400,New York,6.88,4.77,5.0,8.33,1032.0,70.0,0.58,193,,,,,1,800
2021-03-22 06:00:00,-14400,New York,6.44,4.61,5.0,8.0,1031.0,81.0,0.58,193,,,,,1,800
2021-03-22 07:00:00,-14400,New York,6.25,4.2,5.0,7.78,1031.0,75.0,0.58,193,,,,,1,800
2021-03-22 08:00:00,-14400,New York,5.68,3.04,3.0,7.78,1031.0,81.0,1.54,240,,,,,1,800
2021-03-22 09:00:00,-14400,New York,5.14,2.41,3.0,7.22,1031.0,81.0,1.54,240,,,,,1,800
2021-03-22 10:00:00,-14400,New York,5.04,2.71,2.0,6.97,1031.0,81.0,0.95,68,,,,,1,800
2021-03-22 11:00:00,-14400,New York,4.79,1.66,2.0,7.22,1031.0,81.0,2.03,45,,,,,1,800
2021-03-22 12:00:00,-14400,New York,5.48,2.09,3.0,7.22,1031.0,81.0,2.57,50,,,,,1,800
2021-03-22 13:00:00,-14400,New York,6.81,3.65,5.56,8.89,1031.0,81.0,2.57,60,,,,,1,800
2021-03-22 14:00:00,-14400,New York,9.41,6.02,7.39,10.56,1031.0,62.0,2.57,50,,,,,1,800
2021-03-22 15:00:00,-14400,New York,11.31,7.77,8.89,12.78,1030.0,43.0,2.06,70,,,,,1,800
2021-03-22 16:00:00,-14400,New York,12.77,9.03,10.56,14.44,1029.0,35.0,2.06,30,,,,,1,800
2021-03-22 17:00:00,-14400,New York,13.62,9.87,9.44,16.0,1029.0,47.0,3.09,260,,,,,1,800
2021-03-22 18:00:00,-14400,New York,14.06,10.96,11.67,17.0,1028.0,58.0,3.09,270,,,,,1,800
2021-03-22 19:00:00,-14400,New York,13.84,8.58,10.56,16.11,1027.0,38.0,4.63,160,,,,,1,800
2021-03-22 20:00:00,-14400,New York,13.35,7.77,9.44,16.67,1027.0,33.0,4.63,160,,,,,1,800
2021-03-22 21:00:00,-14400,New York,13.39,8.43,11.11,16.11,1026.0,33.0,3.76,123,,,,,1,800
2021-03-22 22:00:00,-14400,New York,12.66,8.81,10.0,14.44,1026.0,33.0,2.06,0,,,,,1,800
2021-03-22 23:00:00,-14400,New York,10.64,6.59,7.06,13.0,1026.0,50.0,3.09,140,,,,,1,800
2021-03-23 00:00:00,-14400,New York,9.05,5.39,7.06,10.56,1026.0,66.0,3.09,150,,,,,1,800
2021-03-23 01:00:00,-14400,New York,8.44,3.96,6.67,10.0,1026.0,66.0,4.12,60,,,,,1,800
2021-03-23 02:00:00,-14400,New York,8.01,4.54,6.11,9.44,1026.0,76.0,3.09,40,,,,,1,800
2021-03-23 03:00:00,-14400,New York,7.77,4.25,6.67,9.0,1026.0,76.0,3.09,30,,,,,1,800
2021-03-23 04:00:00,-14400,New York,7.33,3.38,5.0,8.89,1026.0,76.0,3.6,30,,,,,1,800
2021-03-23 05:00:00,-14400,New York,7.27,3.66,5.56,8.89,1026.0,76.0,3.09,60,,,,,1,800
2021-03-23 06:00:00,-14400,New York,7.02,3.54,5.0,8.89,1026.0,81.0,3.09,60,,,,,1,800
2021-03-23 07:00:00,-14400,New York,6.69,2.79,5.0,8.33,1026.0,81.0,3.6,70,,,,,20,801
2021-03-23 08:00:00,-14400,New York,6.23,2.6,4.0,8.33,1025.0,81.0,3.09,50,,,,,20,801
2021-03-23 09:00:00,-14400,New York,6.1,2.09,4.0,7.61,1025.0,81.0,3.6,50,,,,,1,800
2021-03-23 10:00:00,-14400,New York,5.67,1.23,3.89,7.61,1025.0,93.0,4.63,50,,,,,90,804
2021-03-23 11:00:00,-14400,New York,5.36,1.22,3.89,6.95,1026.0,93.0,4.12,60,,,,,1,701
2021-03-23 12:00:00,-14400,New York,5.59,1.14,4.0,7.0,1026.0,93.0,4.63,50,,,,,90,701
2021-03-23 13:00:00,-14400,New York,6.63,2.38,5.56,7.22,1026.0,93.0,4.63,60,,,,,90,701
2021-03-23 14:00:00,-14400,New York,8.68,4.66,7.04,10.0,1026.0,87.0,4.63,70,,,,,1,800
2021-03-23 15:00:00,-14400,New York,11.16,8.32,8.24,12.78,1026.0,76.0,3.09,90,,,,,1,800
2021-03-23 16:00:00,-14400,New York,13.18,9.95,11.0,15.0,1026.0,66.0,3.6,70,,,,,1,800
2021-03-23 17:00:00,-14400,New York,14.81,11.86,12.0,16.67,1026.0,58.0,3.09,50,,,,,1,800
2021-03-23 18:00:00,-14400,New York,16.03,12.81,13.0,18.0,1025.0,55.0,3.6,250,,,,,1,800
2021-03-23 19:00:00,-14400,New York,16.49,14.45,13.89,18.33,1025.0,55.0,2.06,260,,,,,1,800
2021-03-23 20:00:00,-14400,New York,16.35,12.58,13.89,18.33,1024.0,45.0,3.6,140,,,,,1,800
2021-03-23 21:00:00,-14400,New York,16.03,11.43,12.78,18.33,1024.0,44.0,4.63,150,,,,,1,800
2021-03-23 22:00:00,-14400,New York,14.42,10.13,8.49,17.22,1024.0,48.0,4.12,130,,,,,1,800
2021-03-23 23:00:00,-14400,New York,12.83,8.61,8.15,16.11,1024.0,62.0,4.63,140,,,,,1,800
2021-03-24 00:00:00,-14400,New York,11.49,9.0,8.15,14.0,1024.0,66.0,2.06,0,,,,,1,800
2021-03-24 01:00:00,-14400,New York,11.16,8.32,7.78,13.0,1024.0,76.0,3.09,40,,,,,1,800
2021-03-24 02:00:00,-14400,New York,10.52,7.18,7.66,12.22,1024.0,76.0,3.6,40,,,,,1,800
2021-03-24 03:00:00,-14400,New York,10.05,7.04,7.29,12.0,1024.0,76.0,3.0,121,,,,,1,800
2021-03-24 04:00:00,-14400,New York,9.52,6.33,7.22,11.11,1024.0,76.0,3.09,50,,,,,1,800
2021-03-24 05:00:00,-14400,New York,9.22,5.25,7.22,11.11,1023.0,76.0,4.12,30,,,,,1,800
2021-03-24 06:00:00,-14400,New York,8.82,5.14,6.67,10.56,1023.0,76.0,3.6,30,,,,,1,800
2021-03-24 07:00:00,-14400,New York,8.61,5.25,6.67,10.56,1023.0,76.0,3.09,50,,,,,1,800
2021-03-24 08:00:00,-14400,New York,8.48,3.84,6.67,10.0,1022.0,81.0,5.14,30,,,,,1,800
2021-03-24 09:00:00,-14400,New York,8.11,3.97,6.67,9.44,1022.0,87.0,4.63,60,,,,,1,800
2021-03-24 10:00:00,-14400,New York,8.08,4.29,6.67,9.44,1022.0,87.0,4.12,60,,,,,75,803
2021-03-24 11:00:00,-14400,New York,8.34,4.25,6.67,9.44,1023.0,87.0,4.63,70,,,,,90,804
2021-03-24 12:00:00,-14400,New York,8.83,4.84,7.0,10.0,1022.0,87.0,4.63,40,,,,,90,804
2021-03-24 13:00:00,-14400,New York,9.5,3.86,7.78,11.0,1022.0,87.0,7.2,40,,,,,75,803
2021-03-24 14:00:00,-14400,New York,10.18,5.78,8.0,12.0,1022.0,87.0,5.66,40,,,,,90,804
2021-03-24 15:00:00,-14400,New York,11.76,7.62,9.0,14.0,1022.0,76.0,5.14,30,,,,,1,800
2021-03-24 16:00:00,-14400,New York,12.65,8.83,9.0,14.0,1021.0,71.0,4.63,30,,,,,90,804
2021-03-24 17:00:00,-14400,New York,12.79,9.0,9.0,14.0,1021.0,71.0,4.63,40,0.25,,,,90,500
2021-03-24 18:00:00,-14400,New York,12.68,8.87,9.0,14.0,1020.0,71.0,4.63,50,,,,,90,804
2021-03-24 19:00:00,-14400,New York,12.22,8.9,8.48,14.0,1020.0,76.0,4.12,50,0.25,,,,90,500
2021-03-24 20:00:00,-14400,New York,12.03,8.58,8.85,13.33,1019.0,82.0,4.63,40,0.61,,,,90,500
2021-03-24 21:00:00,-14400,New York,11.7,8.0,8.85,13.33,1018.0,94.0,5.66,30,1.35,1.4,,,90,501
2021-03-24 21:00:00,-14400,New York,11.7,8.0,8.85,13.33,1018.0,94.0,5.66,30,1.35,1.4,,,90,701
2021-03-24 22:00:00,-14400,New York,11.68,7.97,8.85,13.33,1018.0,94.0,5.66,20,5.16,,,,90,502
2021-03-24 22:00:00,-14400,New York,11.68,7.97,8.85,13.33,1018.0,94.0,5.66,20,5.16,,,,90,701
2021-03-24 23:00:00,-14400,New York,11.67,7.24,8.52,13.0,1018.0,94.0,6.69,40,5.46,,,,90,502
2021-03-24 23:00:00,-14400,New York,11.67,7.24,8.52,13.0,1018.0,94.0,6.69,40,5.46,,,,90,701
2021-03-18 00:00:00,-25200,San Francisco,11.57,9.6,8.88,14.24,1019.0,66.0,1.34,237,,,,,0,800
2021-03-18 01:00:00,-25200,San Francisco,11.2,9.86,8.88,14.24,1019.0,68.0,0.45,223,,,,,0,800
2021-03-18 02:00:00,-25200,San Francisco,10.15,8.74,7.49,10.96,1019.0,71.0,0.45,179,,,,,100,804
2021-03-18 03:00:00,-25200,San Francisco,9.77,8.1,7.49,10.96,1019.0,74.0,0.89,192,,,,,100,804
2021-03-18 04:00:00,-25200,San Francisco,10.15,8.7,7.49,10.96,1019.0,70.0,0.45,156,,,,,100,804
2021-03-18 05:00:00,-25200,San Francisco,10.1,8.64,7.95,10.56,1019.0,70.0,0.45,161,,,,,0,800
2021-03-18 06:00:00,-25200,San Francisco,10.07,8.62,7.95,10.56,1019.0,69.0,0.37,257,,,,,0,800
2021-03-18 07:00:00,-25200,San Francisco,10.1,8.6,7.95,10.56,1019.0,69.0,0.45,171,,,,,0,800
2021-03-18 08:00:00,-25200,San Francisco,10.12,8.62,8.58,10.56,1020.0,69.0,0.45,205,,,,,100,804
2021-03-18 09:00:00,-25200,San Francisco,10.09,8.75,8.58,10.56,1019.0,73.0,0.45,132,,,,,100,804
2021-03-18 10:00:00,-25200,San Francisco,9.75,8.54,8.58,10.0,1020.0,78.0,0.45,129,0.25,,,,100,500
2021-03-18 11:00:00,-25200,San Francisco,9.9,8.96,8.99,10.39,1019.0,84.0,0.45,130,0.33,,,,0,500
2021-03-18 12:00:00,-25200,San Francisco,9.89,8.52,8.99,10.39,1019.0,81.0,0.89,133,0.33,,,,0,500
2021-03-18 13:00:00,-25200,San Francisco,9.9,8.8,8.99,10.39,1019.0,80.0,0.45,163,0.33,,,,0,500
2021-03-18 14:00:00,-25200,San Francisco,10.28,9.26,9.35,10.56,1019.0,80.0,0.45,152,,,,,100,804
2021-03-18 15:00:00,-25200,San Francisco,10.25,9.27,9.35,10.56,1019.0,81.0,0.45,132,,,,,100,804
2021-03-18 16:00:00,-25200,San Francisco,11.01,9.72,9.35,11.67,1019.0,77.0,0.89,146,,,,,100,804
2021-03-18 17:00:00,-25200,San Francisco,11.84,9.57,9.43,14.13,1020.0,87.0,3.21,138,0.33,,,,0,500
2021-03-18 18:00:00,-25200,San Francisco,12.08,11.22,9.43,14.13,1019.0,81.0,0.89,153,0.51,,,,0,500
2021-03-18 19:00:00,-25200,San Francisco,11.84,9.57,9.43,14.13,1020.0,87.0,3.21,138,0.33,,,,0,500
2021-03-18 20:00:00,-25200,San Francisco,11.96,11.79,9.35,14.25,1020.0,90.0,0.45,112,3.05,,,,100,501
2021-03-18 21:00:00,-25200,San Francisco,11.94,11.81,9.35,14.25,1019.0,91.0,0.45,133,4.32,,,,100,502
2021-03-18 22:00:00,-25200,San Francisco,11.46,11.24,9.35,14.25,1020.0,93.0,0.52,187,0.79,,,,100,500
2021-03-18 23:00:00,-25200,San Francisco,12.31,11.66,10.26,12.8,1019.0,91.0,1.34,176,1.78,,,,0,501
2021-03-19 00:00:00,-25200,San Francisco,11.4,9.18,10.26,12.8,1019.0,98.0,3.68,196,0.33,,,,0,500
2021-03-19 01:00:00,-25200,San Francisco,11.4,9.18,10.26,12.8,1019.0,98.0,3.68,196,0.33,,,,0,500
2021-03-19 02:00:00,-25200,San Francisco,11.94,9.9,10.74,12.44,1020.0,90.0,3.11,213,0.35,,,,100,500
2021-03-19 03:00:00,-25200,San Francisco,11.92,11.7,10.74,12.44,1020.0,89.0,0.45,170,0.35,,,,100,500
2021-03-19 04:00:00,-25200,San Francisco,11.94,9.86,10.74,12.44,1021.0,89.0,3.11,213,0.35,,,,100,500
2021-03-19 05:00:00,-25200,San Francisco,11.02,9.24,10.25,11.85,1021.0,90.0,2.4,198,0.33,,,,0,500
2021-03-19 06:00:00,-25200,San Francisco,11.01,10.59,10.25,11.85,1021.0,90.0,0.45,247,0.33,,,,0,500
2021-03-19 07:00:00,-25200,San Francisco,11.02,9.32,10.25,11.85,1022.0,92.0,2.4,198,0.33,,,,0,500
2021-03-19 08:00:00,-25200,San Francisco,10.96,8.81,9.8,11.7,1022.0,92.0,3.02,181,0.19,,,,72,500
2021-03-19 09:00:00,-25200,San Francisco,10.95,8.8,9.8,11.7,1022.0,92.0,3.02,181,0.19,,,,72,500
2021-03-19 10:00:00,-25200,San Francisco,11.33,9.28,9.8,11.7,1022.0,92.0,3.02,181,0.19,,,,72,500
2021-03-19 11:00:00,-25200,San Francisco,10.78,9.71,9.45,11.11,1021.0,91.0,1.36,242,,,,,0,800
2021-03-19 12:00:00,-25200,San Francisco,10.76,9.68,9.45,11.11,1021.0,91.0,1.36,242,,,,,0,800
2021-03-19 13:00:00,-25200,San Francisco,10.78,9.75,9.45,11.11,1022.0,92.0,1.36,242,,,,,0,800
2021-03-19 14:00:00,-25200,San Francisco,11.12,9.34,8.87,11.67,1022.0,92.0,2.56,313,,,,,86,804
2021-03-19 15:00:00,-25200,San Francisco,11.08,10.81,8.87,11.67,1022.0,93.0,0.45,198,,,,,86,804
2021-03-19 16:00:00,-25200,San Francisco,11.12,10.86,8.87,11.67,1023.0,93.0,0.45,276,0.25,,,,86,500
2021-03-19 17:00:00,-25200,San Francisco,12.67,12.8,11.63,15.43,1023.0,92.0,0.45,252,,,,,0,800
2021-03-19 18:00:00,-25200,San Francisco,13.54,13.29,11.63,15.43,1023.0,81.0,0.56,254,,,,,0,800
2021-03-19 19:00:00,-25200,San Francisco,13.54,13.29,11.63,15.43,1023.0,81.0,0.56,254,,,,,0,800
2021-03-19 20:00:00,-25200,San Francisco,13.95,10.08,11.5,16.1,1023.0,58.0,4.16,253,,,,,7,800
2021-03-19 21:00:00,-25200,San Francisco,13.95,10.08,11.5,16.1,1023.0,58.0,4.16,253,,,,,7,800
2021-03-19 22:00:00,-25200,San Francisco,13.95,10.08,11.5,16.1,1023.0,58.0,4.16,253,,,,,7,800
2021-03-19 23:00:00,-25200,San Francisco,13.43,9.12,11.34,15.6,1021.0,61.0,4.87,278,,,,,0,800
2021-03-20 00:00:00,-25200,San Francisco,13.44,9.13,11.34,15.6,1021.0,61.0,4.87,278,,,,,0,800
2021-03-20 01:00:00,-25200,San Francisco,13.43,9.12,11.34,15.6,1021.0,61.0,4.87,278,,,,,0,800
2021-03-20 02:00:00,-25200,San Francisco,11.19,9.54,8.95,11.67,1021.0,75.0,1.34,276,,,,,0,800
2021-03-20 03:00:00,-25200,San Francisco,10.45,9.64,8.95,11.49,1022.0,84.0,0.45,334,,,,,0,800
2021-03-20 04:00:00,-25200,San Francisco,10.45,9.41,8.95,11.49,1022.0,86.0,0.89,313,,,,,0,800
2021-03-20 05:00:00,-25200,San Francisco,9.76,8.56,8.33,10.0,1023.0,86.0,0.89,307,,,,,0,800
2021-03-20 06:00:00,-25200,San Francisco,9.74,8.5,8.33,10.0,1023.0,85.0,0.89,329,,,,,0,800
2021-03-20 07:00:00,-25200,San Francisco,9.76,8.83,8.33,10.0,1023.0,85.0,0.45,272,,,,,0,800
2021-03-20 08:00:00,-25200,San Francisco,9.19,8.21,7.89,9.44,1024.0,87.0,0.45,266,,,,,0,800
2021-03-20 09:00:00,-25200,San Francisco,8.82,5.17,7.89,9.22,1024.0,87.0,4.14,260,,,,,0,800
2021-03-20 10:00:00,-25200,San Francisco,8.82,7.79,7.89,9.22,1024.0,88.0,0.45,274,,,,,0,800
2021-03-20 11:00:00,-25200,San Francisco,8.3,5.37,7.75,8.95,1024.0,88.0,3.0,286,,,,,0,800
2021-03-20 12:00:00,-25200,San Francisco,8.3,5.41,7.75,8.95,1024.0,89.0,3.0,286,,,,,0,800
2021-03-20 13:00:00,-25200,San Francisco,8.3,5.37,7.75,8.95,1025.0,88.0,3.0,286,,,,,0,800
2021-03-20 14:00:00,-25200,San Francisco,7.91,5.14,7.37,9.07,1025.0,88.0,2.66,275,,,,,0,800
2021-03-20 15:00:00,-25200,San Francisco,8.63,5.98,7.37,9.07,1026.0,87.0,2.66,275,,,,,0,800
2021-03-20 16:00:00,-25200,San Francisco,10.12,8.72,7.37,11.11,1026.0,79.0,0.89,287,,,,,0,800
2021-03-20 17:00:00,-25200,San Francisco,11.8,9.65,10.96,12.82,1027.0,68.0,1.78,289,,,,,0,800
2021-03-20 18:00:00,-25200,San Francisco,12.42,10.57,10.96,12.82,1027.0,65.0,1.34,322,,,,,0,800
2021-03-20 19:00:00,-25200,San Francisco,11.8,9.65,10.96,12.82,1027.0,68.0,1.78,289,,,,,0,800
2021-03-20 20:00:00,-25200,San Francisco,13.4,9.21,10.95,15.55,1027.0,62.0,4.76,276,,,,,0,800
2021-03-20 21:00:00,-25200,San Francisco,13.4,9.21,10.95,15.55,1027.0,62.0,4.76,276,,,,,0,800
2021-03-20 22:00:00,-25200,San Francisco,13.4,9.21,10.95,15.55,1027.0,62.0,4.76,276,,,,,0,800
2021-03-20 23:00:00,-25200,San Francisco,12.72,8.45,10.92,14.46,1025.0,65.0,4.88,277,,,,,0,800
2021-03-21 00:00:00,-25200,San Francisco,12.72,8.45,10.92,14.46,1025.0,65.0,4.88,277,,,,,0,800
2021-03-21 01:00:00,-25200,San Francisco,12.72,8.45,10.92,14.46,1025.0,65.0,4.88,277,,,,,0,800
2021-03-21 02:00:00,-25200,San Francisco,11.07,9.26,8.64,11.67,1026.0,72.0,1.34,277,,,,,0,800
2021-03-21 03:00:00,-25200,San Francisco,10.32,8.71,8.64,10.86,1026.0,73.0,0.89,274,,,,,0,800
